1   1   1   1   5   5   5   5   1   1   1   1   1   61  111 61  1   1   1   1
1   1   1   1   5   5   5   5   1   1   1   1   1   61  111 61  1   1   1   1
1   1   1   1   5   5   5   5   1   1   1   1   1   61  111 61  1   1   1   1
1   1   1   1   5   5   5   5   1   1   1   1   1   61  111 61  1   1   1   1
1   1   1   1   5   5   5   5   1   1   1   1   1   61  111 61  1   1   1   1
1   1   1   1   5   5   5   5   1   1   1   1   1   61  111 61  1   1   1   1
1   1   1   1   5   5   5   5   1   1   1   1   1   61  111 61  1   1   1   1
1   1   1   1   5   5   5   5   1   1   1   1   1   61  111 61  1   1   1   1
5   5   5   5   0   0   0   143 143 123 123 123 123 61  111 61  5   5   5   5
5   5   5   5   0   0   0   0   143 123 123 123 123 61  111 61  5   5   5   5
5   5   5   5   0   0   0   0   143 123 123 123 123 61  111 61  5   5   5   5
5   5   5   5   0   0   0   0   143 123 123 123 123 61  111 61  5   5   5   5
5   5   5   5   0   0   0   0   143 123 123 123 123 61  111 61  5   5   5   5
5   5   5   5   0   0   0   0   143 123 123 123 123 61  111 61  5   5   5   5
5   5   5   5   0   0   0   0   143 123 123 123 123 61  111 61  5   5   5   5
5   5   5   5   0   0   0   0   143 123 123 123 123 61  111 61  5   5   5   5
5   5   5   5   0   0   0   0   143 123 123 123 123 61  111 61  143 143 143 143
5   5   5   5   0   0   0   0   143 123 123 123 123 61  111 61  143 143 143 143
5   5   5   5   0   0   0   0   143 123 123 123 123 61  111 61  143 143 143 143
5   5   5   5   0   0   0   0   143 123 123 123 123 61  111 61  143 143 143 143
5   5   5   5   0   0   0   0   143 123 123 123 123 61  111 61  143 143 143 143
5   5   5   5   0   0   143 143 143 123 123 123 123 61  111 61  143 143 143 143
1   1   1   1   5   5   5   5   143 123 123 123 123 61  111 61  5   5   5   5
1   1   1   1   5   5   5   5   143 123 123 123 123 61  111 61  5   5   5   5
1   1   1   1   5   5   5   5   143 123 123 123 123 61  111 61  5   5   5   5
1   1   1   1   5   5   5   5   143 123 123 123 123 61  111 61  5   5   5   5
1   1   1   1   5   5   5   5   143 123 123 123 123 61  111 61  5   5   5   5
1   1   1   1   5   5   5   5   143 123 123 123 123 61  111 61  5   5   5   5
1   1   1   1   5   5   5   5   143 123 123 123 123 61  111 61  5   5   5   5
1   1   1   1   5   5   5   5   143 123 123 123 123 61  111 61  5   5   5   5
143 143 143 143 143 143 143 143 143 123 123 123 123 61  111 61  36  36  36  36
143 143 143 143 143 143 143 143 1   1   1   1   1   61  111 61  36  36  36  36
0   143 143 143 143 143 143 143 1   1   1   1   1   61  111 61  36  36  36  36
0   0   143 143 143 143 143 143 1   1   1   1   1   61  111 61  36  36  36  36
0   0   0   143 143 143 143 143 1   1   1   1   1   61  111 61  36  36  36  36
0   0   0   0   143 143 143 143 1   1   1   1   1   61  111 61  36  36  36  0
0   0   0   0   143 143 143 143 1   1   1   1   1   61  111 61  36  36  36  0
0   0   0   0   0   143 143 143 1   1   1   1   1   61  111 61  36  36  0   0
0   0   0   0   0   143 143 143 1   1   1   1   1   61  111 61  36  0   0   0
0   0   0   0   0   143 143 143 143 143 143 143 143 61  111 0   0   0   0   0
