3.0   3.0   3.0   3.0   1.7   1.7   1.7   1.7   3.0   3.0   3.0   3.0   3.0   0.75   0.75   0.75   3.0   3.0   3.0   3.0
3.0   3.0   3.0   3.0   1.7   1.7   1.7   1.7   3.0   3.0   3.0   3.0   3.0   0.75   0.75   0.75   3.0   3.0   3.0   3.0
3.0   3.0   3.0   3.0   1.7   1.7   1.7   1.7   3.0   3.0   3.0   3.0   3.0   0.75   0.75   0.75   3.0   3.0   3.0   3.0
3.0   3.0   3.0   3.0   1.7   1.7   1.7   1.7   3.0   3.0   3.0   3.0   3.0   0.75   0.75   0.75   3.0   3.0   3.0   3.0
3.0   3.0   3.0   3.0   1.7   1.7   1.7   1.7   3.0   3.0   3.0   3.0   3.0   0.75   0.75   0.75   3.0   3.0   3.0   3.0
3.0   3.0   3.0   3.0   1.7   1.7   1.7   1.7   3.0   3.0   3.0   3.0   3.0   0.75   0.75   0.75   3.0   3.0   3.0   3.0
3.0   3.0   3.0   3.0   1.7   1.7   1.7   1.7   3.0   3.0   3.0   3.0   3.0   0.75   0.75   0.75   3.0   3.0   3.0   3.0
3.0   3.0   3.0   3.0   1.7   1.7   1.7   1.7   3.0   3.0   3.0   3.0   3.0   0.75   0.75   0.75   3.0   3.0   3.0   3.0
1.7   1.7   1.7   1.7   0   0   0   0.75   0.75   3.0   3.0   3.0   3.0   0.75   0.75   0.75   1.7   1.7   1.7   1.7
1.7   1.7   1.7   1.7   0   0   0   0   0.75   3.0   3.0   3.0   3.0   0.75   0.75   0.75   1.7   1.7   1.7   1.7
1.7   1.7   1.7   1.7   0   0   0   0   0.75   3.0   3.0   3.0   3.0   0.75   0.75   0.75   1.7   1.7   1.7   1.7
1.7   1.7   1.7   1.7   0   0   0   0   0.75   3.0   3.0   3.0   3.0   0.75   0.75   0.75   1.7   1.7   1.7   1.7
1.7   1.7   1.7   1.7   0   0   0   0   0.75   3.0   3.0   3.0   3.0   0.75   0.75   0.75   1.7   1.7   1.7   1.7
1.7   1.7   1.7   1.7   0   0   0   0   0.75   3.0   3.0   3.0   3.0   0.75   0.75   0.75   1.7   1.7   1.7   1.7
1.7   1.7   1.7   1.7   0   0   0   0   0.75   3.0   3.0   3.0   3.0   0.75   0.75   0.75   1.7   1.7   1.7   1.7
1.7   1.7   1.7   1.7   0   0   0   0   0.75   3.0   3.0   3.0   3.0   0.75   0.75   0.75   1.7   1.7   1.7   1.7
1.7   1.7   1.7   1.7   0   0   0   0   0.75   3.0   3.0   3.0   3.0   0.75   0.75   0.75   0.75   0.75   0.75   0.75
1.7   1.7   1.7   1.7   0   0   0   0   0.75   3.0   3.0   3.0   3.0   0.75   0.75   0.75   0.75   0.75   0.75   0.75
1.7   1.7   1.7   1.7   0   0   0   0   0.75   3.0   3.0   3.0   3.0   0.75   0.75   0.75   0.75   0.75   0.75   0.75
1.7   1.7   1.7   1.7   0   0   0   0   0.75   3.0   3.0   3.0   3.0   0.75   0.75   0.75   0.75   0.75   0.75   0.75
1.7   1.7   1.7   1.7   0   0   0   0   0.75   3.0   3.0   3.0   3.0   0.75   0.75   0.75   0.75   0.75   0.75   0.75
1.7   1.7   1.7   1.7   0   0   0.75   0.75   0.75   3.0   3.0   3.0   3.0   0.75   0.75   0.75   0.75   0.75   0.75   0.75
3.0   3.0   3.0   3.0   1.7   1.7   1.7   1.7   0.75   3.0   3.0   3.0   3.0   0.75   0.75   0.75   1.7   1.7   1.7   1.7
3.0   3.0   3.0   3.0   1.7   1.7   1.7   1.7   0.75   3.0   3.0   3.0   3.0   0.75   0.75   0.75   1.7   1.7   1.7   1.7
3.0   3.0   3.0   3.0   1.7   1.7   1.7   1.7   0.75   3.0   3.0   3.0   3.0   0.75   0.75   0.75   1.7   1.7   1.7   1.7
3.0   3.0   3.0   3.0   1.7   1.7   1.7   1.7   0.75   3.0   3.0   3.0   3.0   0.75   0.75   0.75   1.7   1.7   1.7   1.7
3.0   3.0   3.0   3.0   1.7   1.7   1.7   1.7   0.75   3.0   3.0   3.0   3.0   0.75   0.75   0.75   1.7   1.7   1.7   1.7
3.0   3.0   3.0   3.0   1.7   1.7   1.7   1.7   0.75   3.0   3.0   3.0   3.0   0.75   0.75   0.75   1.7   1.7   1.7   1.7
3.0   3.0   3.0   3.0   1.7   1.7   1.7   1.7   0.75   3.0   3.0   3.0   3.0   0.75   0.75   0.75   1.7   1.7   1.7   1.7
3.0   3.0   3.0   3.0   1.7   1.7   1.7   1.7   0.75   3.0   3.0   3.0   3.0   0.75   0.75   0.75   1.7   1.7   1.7   1.7
0.75   0.75   0.75   0.75   0.75   0.75   0.75   0.75   0.75   3.0   3.0   3.0   3.0   0.75   0.75   0.75   0.75   0.75   0.75   0.75
0.75   0.75   0.75   0.75   0.75   0.75   0.75   0.75   3.0   3.0   3.0   3.0   3.0   0.75   0.75   0.75   0.75   0.75   0.75   0.75
0   0.75   0.75   0.75   0.75   0.75   0.75   0.75   3.0   3.0   3.0   3.0   3.0   0.75   0.75   0.75   0.75   0.75   0.75   0.75
