1   1   1   1   2   2   2   2   3   3   3   3   3   15  16  15  4   4   4   4
1   1   1   1   2   2   2   2   3   3   3   3   3   15  16  15  4   4   4   4
1   1   1   1   2   2   2   2   3   3   3   3   3   15  16  15  4   4   4   4
1   1   1   1   2   2   2   2   3   3   3   3   3   15  16  15  4   4   4   4
1   1   1   1   2   2   2   2   3   3   3   3   3   15  16  15  4   4   4   4
1   1   1   1   2   2   2   2   3   3   3   3   3   15  16  15  4   4   4   4
1   1   1   1   2   2   2   2   3   3   3   3   3   15  16  15  4   4   4   4
1   1   1   1   2   2   2   2   3   3   3   3   3   15  16  15  4   4   4   4
5   5   5   5   0   0   0   13  13  14  14  14  14  15  16  15  6   6   6   6
5   5   5   5   0   0   0   0   13  14  14  14  14  15  16  15  6   6   6   6
5   5   5   5   0   0   0   0   13  14  14  14  14  15  16  15  6   6   6   6
5   5   5   5   0   0   0   0   13  14  14  14  14  15  16  15  6   6   6   6
5   5   5   5   0   0   0   0   13  14  14  14  14  15  16  15  6   6   6   6
5   5   5   5   0   0   0   0   13  14  14  14  14  15  16  15  6   6   6   6
7   7   7   7   0   0   0   0   13  14  14  14  14  15  16  15  6   6   6   6
7   7   7   7   0   0   0   0   13  14  14  14  14  15  16  15  6   6   6   6
7   7   7   7   0   0   0   0   13  14  14  14  14  15  16  15  13  13  13  13 
7   7   7   7   0   0   0   0   13  14  14  14  14  15  16  15  13  13  13  13 
7   7   7   7   0   0   0   0   13  14  14  14  14  15  16  15  13  13  13  13 
7   7   7   7   0   0   0   0   13  14  14  14  14  15  16  15  13  13  13  13 
7   7   7   7   0   0   0   0   13  14  14  14  14  15  16  15  13  13  13  13 
7   7   7   7   0   0   13  13  13  14  14  14  14  15  16  15  13  13  13  13 
8   8   8   8   9   9   9   9   13  14  14  14  14  15  16  15  10  10  10  10
8   8   8   8   9   9   9   9   13  14  14  14  14  15  16  15  10  10  10  10
8   8   8   8   9   9   9   9   13  14  14  14  14  15  16  15  10  10  10  10
8   8   8   8   9   9   9   9   13  14  14  14  14  15  16  15  10  10  10  10
8   8   8   8   9   9   9   9   13  14  14  14  14  15  16  15  10  10  10  10
8   8   8   8   9   9   9   9   13  14  14  14  14  15  16  15  10  10  10  10
8   8   8   8   9   9   9   9   13  14  14  14  14  15  16  15  10  10  10  10
8   8   8   8   9   9   9   9   13  14  14  14  14  15  16  15  10  10  10  10
13  13  13  13  13  13  13  13  13  14  14  14  14  15  16  15  12  12  12  12
13  13  13  13  13  13  13  13  11  11  11  11  11  15  16  15  12  12  12  12
0   13  13  13  13  13  13  13  11  11  11  11  11  15  16  15  12  12  12  12
0   0   13  13  13  13  13  13  11  11  11  11  11  15  16  15  12  12  12  12
0   0   0   13  13  13  13  13  11  11  11  11  11  15  16  15  12  12  12  12
0   0   0   0   13  13  13  13  11  11  11  11  11  15  16  15  12  12  12  0
0   0   0   0   13  13  13  13  11  11  11  11  11  15  16  15  12  12  12  0
0   0   0   0   0   13  13  13  11  11  11  11  11  15  16  15  12  12  0   0
0   0   0   0   0   13  13  13  11  11  11  11  11  15  16  15  12  0   0   0
0   0   0   0   0   13  13  13  13  13  13  13  13  15  16  0   0   0   0   0
